index,y,x
2217,49166.6667,122966.6667
2218,49166.6667,57116.6667
2219,49166.6667,64916.6667
2220,49183.3333,100500
2221,49183.3333,101250
2222,49183.3333,103666.6667
2223,49183.3333,105600
2224,49183.3333,105950
2225,49183.3333,108083.3333
2226,49183.3333,119550
2227,49183.3333,122066.6667
2228,49183.3333,123850
2229,49183.3333,125916.6667
2230,49183.3333,53533.3333
2231,49183.3333,57433.3333
2232,49183.3333,64883.3333
2233,49183.3333,68266.6667
2234,49183.3333,81066.6667
2235,49183.3333,95966.6667
2236,49183.3333,97766.6667
2237,49183.3333,97933.3333
2238,49183.3333,98100
2239,49183.3333,99666.6667
2240,49200,102416.6667
2241,49200,108383.3333
2242,49200,108400
2243,49200,108733.3333
2244,49200,110866.6667
2245,49200,113316.6667
2246,49200,117283.3333
2247,49200,119816.6667
2248,49200,122850
2249,49200,124016.6667
2250,49200,66166.6667
2251,49200,97550
2252,49200,98900
2253,49216.6667,102166.6667
2254,49216.6667,109800
2255,49216.6667,122816.6667
2256,49216.6667,122916.6667
2257,49216.6667,63050
2258,49216.6667,65133.3333
2259,49216.6667,65750
2260,49216.6667,65916.6667
2261,49216.6667,68150
2262,49216.6667,84783.3333
2263,49216.6667,99333.3333
2264,49216.6667,99883.3333
2265,49233.3333,100050
2266,49233.3333,107733.3333
2267,49233.3333,121766.6667
2268,49233.3333,122683.3333
2269,49233.3333,124800
2270,49233.3333,53516.6667
2271,49233.3333,55066.6667
2272,49233.3333,65316.6667
2273,49233.3333,98533.3333
2274,49250,100750
2275,49250,103816.6667
2276,49250,116616.6667
2277,49250,116683.3333
2278,49250,122500
2279,49250,122950
2280,49250,123133.3333
2281,49250,124183.3333
2282,49250,65566.6667
2283,49250,81666.6667
2284,49250,90566.6667
2285,49250,96050
2286,49266.6667,100983.3333
2287,49266.6667,102283.3333
2288,49266.6667,122783.3333
2289,49266.6667,124800
2290,49266.6667,54500
2291,49266.6667,54833.3333
2292,49266.6667,55066.6667
2293,49266.6667,61850
2294,49266.6667,63216.6667
2295,49283.3333,112200
2296,49283.3333,113183.3333
2297,49283.3333,115833.3333
2298,49283.3333,117616.6667
2299,49283.3333,117650
2300,49283.3333,122850
2301,49283.3333,122933.3333
2302,49283.3333,126050
2303,49283.3333,53616.6667
2304,49283.3333,54933.3333
2305,49283.3333,81633.3333
2306,49283.3333,81850
2307,49283.3333,96150
2308,49300,105416.6667
2309,49300,115116.6667
2310,49300,122866.6667
2311,49300,124316.6667
2312,49300,124483.3333
2313,49300,69583.3333
2314,49300,82033.3333
2315,49316.6667,100850
2316,49316.6667,103250
2317,49316.6667,117666.6667
2318,49316.6667,120533.3333
2319,49316.6667,123066.6667
2320,49316.6667,124850
2321,49316.6667,124983.3333
2322,49316.6667,55400
2323,49316.6667,67600
2324,49316.6667,81033.3333
2325,49316.6667,96300
2326,49333.3333,123166.6667
2327,49333.3333,54733.3333
2328,49333.3333,55083.3333
2329,49350,120083.3333
2330,49350,123033.3333
2331,49350,123266.6667
2332,49350,123283.3333
2333,49350,124450
2334,49350,54516.6667
2335,49350,82150
2336,49350,97050
2337,49350,97366.6667
2338,49366.6667,104066.6667
2339,49366.6667,106383.3333
2340,49366.6667,109266.6667
2341,49366.6667,113516.6667
2342,49366.6667,123266.6667
2343,49366.6667,126250
2344,49366.6667,54266.6667
2345,49366.6667,55333.3333
2346,49366.6667,88133.3333
2347,49366.6667,97950
2348,49366.6667,98250
2349,49366.6667,99116.6667
2350,49383.3333,100666.6667
2351,49383.3333,100966.6667
2352,49383.3333,101716.6667
2353,49383.3333,101866.6667
2354,49383.3333,102750
2355,49383.3333,121433.3333
2356,49383.3333,99233.3333
2357,49400,100016.6667
2358,49400,103400
2359,49400,103700
2360,49400,105116.6667
2361,49400,105633.3333
2362,49400,110700
2363,49400,123500
2364,49400,98800
2365,49400,99633.3333
2366,49416.6667,106683.3333
2367,49416.6667,107066.6667
2368,49416.6667,112383.3333
2369,49416.6667,112883.3333
2370,49416.6667,115400
2371,49416.6667,123500
2372,49416.6667,123616.6667
2373,49416.6667,54366.6667
2374,49416.6667,56066.6667
2375,49416.6667,67316.6667
2376,49416.6667,82433.3333
2377,49416.6667,90916.6667
2378,49416.6667,91666.6667
2379,49416.6667,99450
2380,49433.3333,100266.6667
2381,49433.3333,109833.3333
2382,49433.3333,117533.3333
2383,49433.3333,117550
2384,49433.3333,123483.3333
2385,49433.3333,124683.3333
2386,49433.3333,53950
2387,49433.3333,54666.6667
2388,49433.3333,88116.6667
2389,49433.3333,96383.3333
2390,49450,104600
2391,49450,120500
2392,49450,54050
2393,49450,57766.6667
2394,49450,57900
2395,49466.6667,104283.3333
2396,49466.6667,106350
2397,49466.6667,112666.6667
2398,49466.6667,115450
2399,49466.6667,116766.6667
2400,49466.6667,123766.6667
2401,49466.6667,82683.3333
2402,49483.3333,100516.6667
2403,49483.3333,106016.6667
2404,49483.3333,111100
2405,49483.3333,111433.3333
2406,49483.3333,113950
2407,49483.3333,114983.3333
2408,49483.3333,117283.3333
2409,49483.3333,124350
2410,49483.3333,126400
2411,49483.3333,54833.3333
2412,49483.3333,55283.3333
2413,49483.3333,56100
2414,49483.3333,58116.6667
2415,49500,111800
2416,49500,115066.6667
2417,49500,119133.3333
2418,49500,119583.3333
2419,49500,123916.6667
2420,49500,55250
2421,49500,55400
2422,49500,55716.6667
2423,49500,57883.3333
2424,49500,57933.3333
2425,49500,76083.3333
2426,49500,97050
2427,49500,98000
2428,49516.6667,105616.6667
2429,49516.6667,108816.6667
2430,49516.6667,112183.3333
2431,49516.6667,112516.6667
2432,49516.6667,113950
2433,49516.6667,114650
2434,49516.6667,115766.6667
2435,49516.6667,123483.3333
2436,49516.6667,123916.6667
2437,49516.6667,54533.3333
2438,49516.6667,96683.3333
2439,49516.6667,97700
2440,49516.6667,99683.3333
2441,49533.3333,124816.6667
2442,49533.3333,55833.3333
2443,49533.3333,56866.6667
2444,49533.3333,57866.6667
2445,49533.3333,82866.6667
2446,49533.3333,83833.3333
2447,49533.3333,97366.6667
2448,49533.3333,98550
2449,49550,100950
2450,49550,101083.3333
2451,49550,105050
2452,49550,113766.6667
2453,49550,120750
2454,49550,81350
2455,49550,83016.6667
2456,49550,99083.3333
2457,49550,99283.3333
2458,49566.6667,101700
2459,49566.6667,104916.6667
2460,49566.6667,114066.6667
2461,49566.6667,117650
2462,49566.6667,121433.3333
2463,49566.6667,54250
2464,49566.6667,54850
2465,49566.6667,74583.3333
2466,49566.6667,81366.6667
2467,49583.3333,114366.6667
2468,49583.3333,114966.6667
2469,49583.3333,56183.3333
2470,49583.3333,56833.3333
2471,49583.3333,99450
2472,49600,102083.3333
2473,49600,108716.6667
2474,49600,114433.3333
2475,49600,119666.6667
2476,49600,124883.3333
2477,49600,126633.3333
2478,49600,54166.6667
2479,49600,54300
2480,49600,55683.3333
2481,49600,55966.6667
2482,49600,83166.6667
2483,49600,87950
2484,49600,97316.6667
2485,49616.6667,100250
2486,49616.6667,104750
2487,49616.6667,105983.3333
2488,49616.6667,115633.3333
2489,49616.6667,116800
2490,49616.6667,116950
2491,49616.6667,124033.3333
2492,49616.6667,125016.6667
2493,49616.6667,54583.3333
2494,49616.6667,56183.3333
2495,49616.6667,57950
2496,49616.6667,63800
2497,49616.6667,83266.6667
2498,49616.6667,83333.3333
2499,49616.6667,86150
2500,49616.6667,92316.6667
2501,49616.6667,95183.3333
2502,49616.6667,95616.6667
2503,49633.3333,102266.6667
2504,49633.3333,102483.3333
2505,49633.3333,102666.6667
2506,49633.3333,104216.6667
2507,49633.3333,104466.6667
2508,49633.3333,114500
2509,49633.3333,115950
2510,49633.3333,116966.6667
2511,49633.3333,123183.3333
2512,49633.3333,55800
2513,49633.3333,95716.6667
2514,49633.3333,98700
2515,49650,106266.6667
2516,49650,108416.6667
2517,49650,54383.3333
2518,49650,54750
2519,49650,76483.3333
2520,49650,91000
2521,49650,96450
2522,49666.6667,103433.3333
2523,49666.6667,103850
2524,49666.6667,106850
2525,49666.6667,107000
2526,49666.6667,67166.6667
2527,49666.6667,83516.6667
2528,49666.6667,87650
2529,49666.6667,95900
2530,49666.6667,96666.6667
2531,49666.6667,98000
2532,49683.3333,103016.6667
2533,49683.3333,115983.3333
2534,49683.3333,124933.3333
2535,49683.3333,125000
2536,49683.3333,54050
2537,49683.3333,55983.3333
2538,49683.3333,81516.6667
2539,49683.3333,87516.6667
2540,49683.3333,97266.6667
2541,49700,106566.6667
2542,49700,112833.3333
2543,49700,123150
2544,49700,54283.3333
2545,49700,56150
2546,49700,74583.3333
2547,49700,83666.6667
2548,49700,86950
2549,49700,92500
2550,49716.6667,100966.6667
2551,49716.6667,104600
2552,49716.6667,107733.3333
2553,49716.6667,108016.6667
2554,49716.6667,108133.3333
2555,49716.6667,120133.3333
2556,49716.6667,64066.6667
2557,49716.6667,86966.6667
2558,49716.6667,92600
2559,49716.6667,96733.3333
2560,49733.3333,101233.3333
2561,49733.3333,101783.3333
2562,49733.3333,104950
2563,49733.3333,112616.6667
2564,49733.3333,113400
2565,49733.3333,114850
2566,49733.3333,54166.6667
2567,49733.3333,57933.3333
2568,49733.3333,95200
2569,49750,107483.3333
2570,49750,124550
2571,49750,56033.3333
2572,49750,77633.3333
2573,49750,96433.3333
2574,49766.6667,100466.6667
2575,49766.6667,100633.3333
2576,49766.6667,112450
2577,49766.6667,115716.6667
2578,49766.6667,116850
2579,49766.6667,117466.6667
2580,49766.6667,119750
2581,49766.6667,120766.6667
2582,49766.6667,123150
2583,49766.6667,124316.6667
2584,49766.6667,125100
2585,49766.6667,56916.6667
2586,49766.6667,92700
2587,49766.6667,94466.6667
2588,49766.6667,94550
2589,49783.3333,101666.6667
2590,49783.3333,103666.6667
2591,49783.3333,112150
2592,49783.3333,118133.3333
2593,49783.3333,125066.6667
2594,49783.3333,55866.6667
2595,49783.3333,56633.3333
2596,49783.3333,67166.6667
2597,49783.3333,74866.6667
2598,49783.3333,83650
2599,49783.3333,86550
2600,49783.3333,92833.3333
2601,49783.3333,93183.3333
2602,49800,113116.6667
2603,49800,124616.6667
2604,49800,93083.3333
2605,49800,93983.3333
2606,49800,95116.6667
2607,49816.6667,100300
2608,49816.6667,104150
2609,49816.6667,105616.6667
2610,49816.6667,111900
2611,49816.6667,64350
2612,49816.6667,89100
2613,49816.6667,92983.3333
2614,49816.6667,97133.3333
2615,49833.3333,100133.3333
2616,49833.3333,101533.3333
2617,49833.3333,102283.3333
2618,49833.3333,106033.3333
2619,49833.3333,111700
2620,49833.3333,126933.3333
2621,49833.3333,74833.3333
2622,49833.3333,91333.3333
2623,49833.3333,97216.6667
2624,49833.3333,99950
2625,49850,100933.3333
2626,49850,102950
2627,49850,124533.3333
2628,49850,126750
2629,49850,56433.3333
2630,49850,81616.6667
2631,49850,93383.3333
2632,49850,95550
2633,49866.6667,106216.6667
2634,49866.6667,110900
2635,49866.6667,111366.6667
2636,49866.6667,119400
2637,49866.6667,126700
2638,49866.6667,55666.6667
2639,49866.6667,56816.6667
2640,49866.6667,74350
2641,49866.6667,95916.6667
2642,49866.6667,96466.6667
2643,49866.6667,99350
2644,49866.6667,99916.6667
2645,49883.3333,101833.3333
2646,49883.3333,103433.3333
2647,49883.3333,103866.6667
2648,49883.3333,106550
2649,49883.3333,111050
2650,49883.3333,113050
2651,49883.3333,118083.3333
2652,49883.3333,118116.6667
2653,49883.3333,120633.3333
2654,49883.3333,121466.6667
2655,49883.3333,123316.6667
2656,49883.3333,124550
2657,49883.3333,55633.3333
2658,49883.3333,64483.3333
2659,49883.3333,95416.6667
2660,49883.3333,96066.6667
2661,49883.3333,97000
2662,49883.3333,97166.6667
2663,49883.3333,99700
2664,49900,102016.6667
2665,49900,107300
2666,49900,115766.6667
2667,49900,119483.3333
2668,49900,97100
2669,49900,97250
2670,49900,99066.6667
2671,49916.6667,101083.3333
2672,49916.6667,104366.6667
2673,49916.6667,104950
2674,49916.6667,109466.6667
2675,49916.6667,116916.6667
2676,49916.6667,126666.6667
2677,49916.6667,55566.6667
2678,49916.6667,56183.3333
2679,49916.6667,57900
2680,49916.6667,97083.3333
2681,49916.6667,97183.3333
2682,49933.3333,105700
2683,49933.3333,105966.6667
2684,49933.3333,107450
2685,49933.3333,111700
2686,49933.3333,56400
2687,49933.3333,94983.3333
2688,49933.3333,97116.6667
2689,49950,100750
2690,49950,105400
2691,49950,108100
2692,49950,110033.3333
2693,49950,110266.6667
2694,49950,93416.6667
2695,49950,95966.6667
2696,49950,97100
2697,49950,98933.3333
2698,49966.6667,100100
2699,49966.6667,101250
2700,49966.6667,101966.6667
2701,49966.6667,110583.3333
2702,49966.6667,112550
2703,49966.6667,123150
2704,49966.6667,55583.3333
2705,49966.6667,98300
2706,49966.6667,98766.6667
2707,49966.6667,99950
2708,49983.3333,100533.3333
2709,49983.3333,109116.6667
2710,49983.3333,113083.3333
2711,49983.3333,117366.6667
2712,49983.3333,124766.6667
2713,49983.3333,125433.3333
2714,49983.3333,126850
2715,49983.3333,127150
2716,49983.3333,92300
2717,49983.3333,93616.6667
2718,49983.3333,94650
2719,50000,55866.6667
2720,50016.6667,101366.6667
2721,50016.6667,102350
2722,50016.6667,105066.6667
2723,50016.6667,106733.3333
2724,50016.6667,125250
2725,50016.6667,66866.6667
2726,50016.6667,85216.6667
2727,50016.6667,92933.3333
2728,50016.6667,96316.6667
2729,50033.3333,100216.6667
2730,50033.3333,109833.3333
2731,50033.3333,110683.3333
2732,50033.3333,113583.3333
2733,50033.3333,124816.6667
2734,50033.3333,57716.6667
2735,50050,102283.3333
2736,50050,104633.3333
2737,50050,125183.3333
2738,50066.6667,101516.6667
2739,50066.6667,108800
2740,50066.6667,112100
2741,50066.6667,112250
2742,50066.6667,121550
2743,50066.6667,124933.3333
2744,50066.6667,124983.3333
2745,50066.6667,125283.3333
2746,50066.6667,91750
2747,50066.6667,96516.6667
2748,50066.6667,97216.6667
2749,50066.6667,97450
2750,50066.6667,98450
2751,50083.3333,110783.3333
2752,50083.3333,92166.6667
2753,50083.3333,96666.6667
2754,50083.3333,97866.6667
2755,50100,102633.3333
2756,50100,103866.6667
2757,50100,104316.6667
2758,50100,105700
2759,50100,108483.3333
2760,50100,125033.3333
2761,50100,91916.6667
2762,50116.6667,100033.3333
2763,50116.6667,106983.3333
2764,50116.6667,107100
2765,50116.6667,107733.3333
2766,50116.6667,119383.3333
2767,50116.6667,120783.3333
2768,50116.6667,122983.3333
2769,50116.6667,124516.6667
2770,50116.6667,124850
2771,50116.6667,125366.6667
2772,50116.6667,96033.3333
2773,50133.3333,100766.6667
2774,50133.3333,101033.3333
2775,50133.3333,106383.3333
2776,50133.3333,56100
2777,50133.3333,97316.6667
2778,50133.3333,98566.6667
2779,50133.3333,99100
2780,50150,101666.6667
2781,50150,102933.3333
2782,50150,115833.3333
2783,50150,116983.3333
2784,50150,120183.3333
2785,50150,120500
2786,50150,120883.3333
2787,50150,95883.3333
2788,50150,96883.3333
2789,50150,99450
2790,50166.6667,105266.6667
2791,50166.6667,112416.6667
2792,50166.6667,91450
2793,50166.6667,91533.3333
2794,50166.6667,96233.3333
2795,50183.3333,100600
2796,50183.3333,104900
2797,50183.3333,107816.6667
2798,50183.3333,108200
2799,50183.3333,116933.3333
2800,50183.3333,125083.3333
2801,50183.3333,125150
2802,50183.3333,57600
2803,50183.3333,61283.3333
2804,50183.3333,61816.6667
2805,50183.3333,66100
2806,50183.3333,66633.3333
2807,50183.3333,86700
2808,50183.3333,98316.6667
2809,50200,106000
2810,50200,55733.3333
2811,50200,66383.3333
2812,50200,81666.6667
2813,50200,97666.6667
2814,50216.6667,103450
2815,50216.6667,109616.6667
2816,50216.6667,111166.6667
2817,50216.6667,113150
2818,50216.6667,60716.6667
2819,50216.6667,62083.3333
2820,50233.3333,107250
2821,50233.3333,117800
2822,50233.3333,118616.6667
2823,50233.3333,119366.6667
2824,50233.3333,121100
2825,50233.3333,121566.6667
2826,50233.3333,125283.3333
2827,50233.3333,57583.3333
2828,50233.3333,86950
2829,50233.3333,87666.6667
2830,50233.3333,88050
2831,50233.3333,90200
2832,50233.3333,90716.6667
2833,50233.3333,98950
2834,50233.3333,99450
2835,50250,101966.6667
2836,50250,111183.3333
2837,50250,113666.6667
2838,50250,118966.6667
2839,50250,124966.6667
2840,50250,56500
2841,50250,63583.3333
2842,50250,87216.6667
2843,50250,87900
2844,50250,89766.6667
2845,50250,99833.3333
2846,50266.6667,101033.3333
2847,50266.6667,105883.3333
2848,50266.6667,112033.3333
2849,50266.6667,119266.6667
2850,50266.6667,64150
2851,50266.6667,64766.6667
2852,50266.6667,64916.6667
2853,50266.6667,96050
2854,50283.3333,105616.6667
2855,50283.3333,107766.6667
2856,50283.3333,111350
2857,50283.3333,64333.3333
2858,50283.3333,65200
2859,50283.3333,65583.3333
2860,50283.3333,89450
2861,50300,105133.3333
2862,50300,125200
2863,50300,64016.6667
2864,50300,88533.3333
2865,50300,89033.3333
2866,50300,95550
2867,50316.6667,108616.6667
2868,50316.6667,115866.6667
2869,50316.6667,116950
2870,50316.6667,122816.6667
2871,50316.6667,125083.3333
2872,50316.6667,64500
2873,50316.6667,88416.6667
2874,50316.6667,92283.3333
2875,50333.3333,102250
2876,50333.3333,110083.3333
2877,50333.3333,125483.3333
2878,50350,100200
2879,50350,112633.3333
2880,50350,113766.6667
2881,50350,125916.6667
2882,50350,57533.3333
2883,50350,59816.6667
2884,50350,95966.6667
2885,50366.6667,105383.3333
2886,50366.6667,107583.3333
2887,50366.6667,119350
2888,50366.6667,125150
2889,50366.6667,125316.6667
2890,50366.6667,56533.3333
2891,50366.6667,99466.6667
2892,50383.3333,101700
2893,50383.3333,102566.6667
2894,50383.3333,118783.3333
2895,50383.3333,120266.6667
2896,50383.3333,127433.3333
2897,50383.3333,97266.6667
2898,50383.3333,98666.6667
2899,50383.3333,99083.3333
2900,50400,100400
2901,50400,105150
2902,50400,105550
2903,50400,105716.6667
2904,50400,113250
2905,50400,125966.6667
2906,50400,95683.3333
2907,50416.6667,102916.6667
2908,50416.6667,103266.6667
2909,50416.6667,104600
2910,50416.6667,109883.3333
2911,50416.6667,117133.3333
2912,50416.6667,120816.6667
2913,50416.6667,121350
2914,50416.6667,122916.6667
2915,50416.6667,125516.6667
2916,50416.6667,73866.6667
2917,50416.6667,84366.6667
2918,50416.6667,97950
2919,50433.3333,100583.3333
2920,50433.3333,101050
2921,50433.3333,104816.6667
2922,50433.3333,107216.6667
2923,50433.3333,117900
2924,50433.3333,127483.3333
2925,50433.3333,96566.6667
2926,50450,101300
2927,50450,104616.6667
2928,50450,105816.6667
2929,50450,106066.6667
2930,50450,106266.6667
2931,50450,106900
2932,50450,108083.3333
2933,50450,108450
2934,50450,111650
2935,50450,113850
2936,50450,119183.3333
2937,50450,125366.6667
2938,50450,96016.6667
2939,50466.6667,104416.6667
2940,50466.6667,106666.6667
2941,50466.6667,109483.3333
2942,50466.6667,113433.3333
2943,50466.6667,115966.6667
2944,50483.3333,103433.3333
2945,50483.3333,110016.6667
2946,50483.3333,122600
2947,50483.3333,126083.3333
2948,50500,107766.6667
2949,50500,116033.3333
2950,50500,97500
2951,50500,98033.3333
2952,50516.6667,116033.3333
2953,50516.6667,117283.3333
2954,50516.6667,117900
2955,50516.6667,125533.3333
2956,50516.6667,125750
2957,50516.6667,128033.3333
2958,50516.6667,59483.3333
2959,50533.3333,100316.6667
2960,50533.3333,103666.6667
2961,50533.3333,103866.6667
2962,50533.3333,126866.6667
2963,50533.3333,127600
2964,50533.3333,56283.3333
2965,50533.3333,57383.3333
2966,50550,119133.3333
2967,50550,126816.6667
2968,50550,126883.3333
2969,50550,96233.3333
2970,50550,96633.3333
2971,50566.6667,100583.3333
2972,50566.6667,104450
2973,50566.6667,111900
2974,50566.6667,112883.3333
2975,50566.6667,126266.6667
2976,50566.6667,97000
2977,50566.6667,97216.6667
2978,50583.3333,105583.3333
2979,50583.3333,107350
2980,50583.3333,112050
2981,50583.3333,113866.6667
2982,50583.3333,126916.6667
2983,50583.3333,127100
2984,50600,101683.3333
2985,50600,107016.6667
2986,50600,107816.6667
2987,50600,113616.6667
2988,50600,127583.3333
2989,50600,56200
2990,50600,98733.3333
2991,50616.6667,101283.3333
2992,50616.6667,106700
2993,50616.6667,108450
2994,50616.6667,116100
2995,50616.6667,122433.3333
2996,50616.6667,126316.6667
2997,50633.3333,106033.3333
2998,50633.3333,112700
2999,50633.3333,117533.3333
3000,50633.3333,119116.6667
3001,50633.3333,127016.6667
3002,50633.3333,127250
3003,50633.3333,93166.6667
3004,50633.3333,97000
3005,50650,102083.3333
3006,50650,104866.6667
3007,50650,109916.6667
3008,50650,119950
3009,50650,128016.6667
3010,50650,57266.6667
3011,50650,99966.6667
3012,50666.6667,100816.6667
3013,50666.6667,120333.3333
3014,50666.6667,128083.3333
3015,50683.3333,105883.3333
3016,50683.3333,114266.6667
3017,50683.3333,117483.3333
3018,50683.3333,119816.6667
3019,50683.3333,120366.6667
3020,50683.3333,121933.3333
3021,50683.3333,125700
3022,50683.3333,128266.6667
3023,50683.3333,97533.3333
3024,50683.3333,99466.6667
3025,50700,105216.6667
3026,50700,111683.3333
3027,50700,114233.3333
3028,50700,117916.6667
3029,50700,119283.3333
3030,50700,122300
3031,50700,59333.3333
3032,50700,96550
3033,50700,98866.6667
3034,50716.6667,103000
3035,50716.6667,112983.3333
3036,50716.6667,113316.6667
3037,50716.6667,113966.6667
3038,50716.6667,121266.6667
3039,50716.6667,127500
3040,50716.6667,55600
3041,50716.6667,57366.6667
3042,50733.3333,103200
3043,50733.3333,108750
3044,50733.3333,111300
3045,50733.3333,111900
3046,50733.3333,117733.3333
3047,50733.3333,119966.6667
3048,50733.3333,122233.3333
3049,50733.3333,56100
3050,50750,101433.3333
3051,50750,104866.6667
3052,50750,106400
3053,50750,111183.3333
3054,50750,120850
3055,50750,126483.3333
3056,50750,57166.6667
3057,50766.6667,103783.3333
3058,50766.6667,109666.6667
3059,50766.6667,112083.3333
3060,50766.6667,128350
3061,50783.3333,101283.3333
3062,50783.3333,112466.6667
3063,50783.3333,119333.3333
3064,50783.3333,120783.3333
3065,50783.3333,122816.6667
3066,50783.3333,59016.6667
3067,50783.3333,97566.6667
3068,50783.3333,99483.3333
3069,50800,103550
3070,50800,104916.6667
3071,50800,106150
3072,50800,107950
3073,50800,110683.3333
3074,50800,121316.6667
3075,50800,98983.3333
3076,50816.6667,110466.6667
3077,50816.6667,112666.6667
3078,50816.6667,116283.3333
3079,50816.6667,119683.3333
3080,50833.3333,101700
3081,50833.3333,119000
3082,50833.3333,57033.3333
3083,50833.3333,58950
3084,50850,105566.6667
3085,50850,109116.6667
3086,50850,110950
3087,50850,113466.6667
3088,50850,122433.3333
3089,50850,122850
3090,50850,127850
3091,50850,56116.6667
3092,50866.6667,105250
3093,50866.6667,113050
3094,50866.6667,119466.6667
3095,50866.6667,119583.3333
3096,50866.6667,121833.3333
3097,50866.6667,122183.3333
3098,50866.6667,95250
3099,50866.6667,98100
3100,50883.3333,107383.3333
3101,50883.3333,108200
3102,50883.3333,109550
3103,50883.3333,110266.6667
3104,50883.3333,118100
3105,50900,103850
3106,50900,111550
3107,50900,116366.6667
3108,50900,55900
3109,50900,95333.3333
3110,50900,97216.6667
3111,50916.6667,106850
3112,50916.6667,114066.6667
3113,50916.6667,126866.6667
3114,50916.6667,127283.3333
3115,50933.3333,102033.3333
3116,50933.3333,102800
3117,50933.3333,104500
3118,50933.3333,105700
3119,50933.3333,109900
3120,50933.3333,118783.3333
3121,50933.3333,56983.3333
3122,50933.3333,91383.3333
3123,50950,101233.3333
3124,50950,104200
3125,50950,112183.3333
3126,50950,113916.6667
3127,50950,126200
3128,50966.6667,110016.6667
3129,50966.6667,120250
3130,50966.6667,93916.6667
3131,50966.6667,98183.3333
3132,50983.3333,104850
3133,50983.3333,106550
3134,50983.3333,107133.3333
3135,50983.3333,108083.3333
3136,50983.3333,118633.3333
3137,51000,118183.3333
3138,51000,97000
3139,51016.6667,108433.3333
3140,51016.6667,113533.3333
3141,51016.6667,121783.3333
3142,51016.6667,57033.3333
3143,51016.6667,57100
3144,51016.6667,95666.6667
3145,51033.3333,102166.6667
3146,51033.3333,112683.3333
3147,51033.3333,113966.6667
3148,51033.3333,120733.3333
3149,51033.3333,127516.6667
3150,51033.3333,55833.3333
3151,51033.3333,93833.3333
3152,51050,56916.6667
3153,51050,99533.3333
3154,51050,99783.3333
3155,51066.6667,104950
3156,51066.6667,105433.3333
3157,51066.6667,114166.6667
3158,51066.6667,114550
3159,51066.6667,116650
3160,51083.3333,114083.3333
3161,51083.3333,114166.6667
3162,51083.3333,55783.3333
3163,51083.3333,93833.3333
3164,51100,106983.3333
3165,51100,111583.3333
3166,51100,115066.6667
3167,51100,115350
3168,51100,120016.6667
3169,51100,121600
3170,51100,92750
3171,51100,96300
3172,51116.6667,106600
3173,51116.6667,112983.3333
3174,51133.3333,100483.3333
3175,51133.3333,112083.3333
3176,51133.3333,117866.6667
3177,51133.3333,56800
3178,51133.3333,90266.6667
3179,51133.3333,96200
3180,51150,100050
3181,51150,101750
3182,51150,108750
3183,51150,110200
3184,51150,113333.3333
3185,51150,116766.6667
3186,51166.6667,100283.3333
3187,51166.6667,100700
3188,51166.6667,103500
3189,51166.6667,105933.3333
3190,51166.6667,114850
3191,51166.6667,115566.6667
3192,51166.6667,55700
3193,51183.3333,120133.3333
3194,51183.3333,56833.3333
3195,51183.3333,90216.6667
3196,51183.3333,98333.3333
3197,51200,102100
3198,51200,102800
3199,51200,106866.6667
3200,51200,108033.3333
3201,51200,114450
3202,51200,97566.6667
3203,51216.6667,101150
3204,51216.6667,101883.3333
3205,51216.6667,102000
3206,51216.6667,102250
3207,51216.6667,102466.6667
3208,51216.6667,109016.6667
3209,51216.6667,109500
3210,51216.6667,113650
3211,51216.6667,114016.6667
3212,51216.6667,116616.6667
3213,51216.6667,92783.3333
3214,51233.3333,101350
3215,51233.3333,105433.3333
3216,51233.3333,109166.6667
3217,51233.3333,118950
3218,51233.3333,58650
3219,51250,80600
3220,51266.6667,103733.3333
3221,51266.6667,105966.6667
3222,51266.6667,107016.6667
3223,51266.6667,114016.6667
3224,51266.6667,115916.6667
3225,51266.6667,117516.6667
3226,51266.6667,80650
3227,51266.6667,92683.3333
3228,51283.3333,111666.6667
3229,51283.3333,112316.6667
3230,51283.3333,56733.3333
3231,51283.3333,98416.6667
3232,51300,102433.3333
3233,51300,112950
3234,51300,116966.6667
3235,51300,121400
3236,51300,55616.6667
3237,51316.6667,101433.3333
3238,51316.6667,105000
3239,51316.6667,107650
3240,51316.6667,108750
3241,51316.6667,113616.6667
3242,51316.6667,127500
3243,51316.6667,58016.6667
3244,51316.6667,76900
3245,51316.6667,98350
3246,51316.6667,99500
3247,51333.3333,107450
3248,51333.3333,108150
3249,51333.3333,112483.3333
3250,51350,102200
3251,51350,103233.3333
3252,51350,110333.3333
3253,51366.6667,106133.3333
3254,51366.6667,109983.3333
3255,51366.6667,56616.6667
3256,51366.6667,99116.6667
3257,51383.3333,110566.6667
3258,51383.3333,113533.3333
3259,51383.3333,55600
3260,51383.3333,97483.3333
3261,51383.3333,99600
3262,51400,104533.3333
3263,51400,104733.3333
3264,51400,116483.3333
3265,51400,56416.6667
3266,51416.6667,105016.6667
3267,51416.6667,106600
3268,51416.6667,110800
3269,51416.6667,111683.3333
3270,51416.6667,112633.3333
3271,51416.6667,57200
3272,51416.6667,57616.6667
3273,51416.6667,57816.6667
3274,51433.3333,102916.6667
3275,51433.3333,109450
3276,51433.3333,109883.3333
3277,51433.3333,114033.3333
3278,51433.3333,116183.3333
3279,51433.3333,117050
3280,51433.3333,120200
3281,51433.3333,55516.6667
